Unnamed: 0.1,Unnamed: 0,commentId,channelId,videoId,authorId,textOriginal,parentCommentId,likeCount,publishedAt,updatedAt,duplicatedFlag,cleanedText,cleanedTextSentiment,predictedSpam,isSpam,is_english,relevance_score,negative,neutral,positive,correctedText,aspect,sentiment
228,417,2890892,37866,28032,2679172,jose love from Pakistan.please like this comment,,0,2020-01-06 17:48:32+00:00,2020-01-06 17:48:32+00:00,0,jose love pakistanplease like comment,jose love pakistanplease like comment,0.0,0,1,0.17673475,0.11569281,0.12137845,0.7629287,jose love pakistanplease like comment.,['jose'],['Neutral']
229,418,4521640,37866,28032,3345700,Just a minute easily conceivable hint...according to title...Does he teach men's fashion to men or to women...food for thought...in case the concept is attainable...,,0,2020-01-06 17:48:55+00:00,2020-01-06 17:48:55+00:00,0,minute easily conceivable hintaccording titledoes teach men fashion men womenfood thoughtin case concept attainable,minute easily conceivable hintaccording titledoes teach men fashion men womenfood thoughtin case concept attainable,0.0,0,1,0.26554695,0.20087093,0.23060371,0.5685254,titledoes teach men fashion men womenfood thoughtin case concept attainable attainable attainable attainable attainable attainable attainable attainable attainable attainable attainable attainable attainable attainable attainable attainable attainable attainable attainable attainable attainable attainable attainable attainable,['men fashion men womenfood thoughtin case concept attainable attainable attainable attainable'],['Negative']
230,419,1356969,37866,28032,3437348,Jose that message pop is too rattle reduce the sound,,0,2020-01-06 17:49:19+00:00,2020-01-06 17:49:19+00:00,0,jose message pop rattle reduce sound,jose message pop rattle reduce sound,0.0,0,1,0.0474718,0.57633805,0.23207939,0.19158256,jose message pop rattle reduce sound.,['message'],['Negative']
231,423,873780,37866,28032,2620959,"Jose in literally every video:
OPEN SHIRTS ARE DISGUSTING!!!

This thumbnail:
Open shirt is making you look better

Me:
WtF???",,1,2020-01-06 17:55:31+00:00,2020-01-06 17:55:31+00:00,0,jose literally every video open shirt disgusting thumbnail open shirt making look better wtf,jose literally every video open shirt disgusting thumbnail open shirt making look better wtf,0.0,0,1,0.3123007,0.9689788,0.021840965,0.009180193,jose literally every video open shirt disgusting thumbnail open shirt making look better wtf jose literally every video open shirt disgusting thumbnail open shirt making look better wtf jose literally every video open shirt disgusting thumbnail open shirt making look better wtf.,['jose'],['Negative']
232,424,2481894,37866,28032,1425069,"Well right now I have hair but when I turn 18, I want to be bald.",,0,2020-01-06 17:59:45+00:00,2020-01-06 17:59:45+00:00,0,well right hair turn 18 want bald,well right hair turn 18 want bald,0.0,0,1,0.28638992,0.12269013,0.15919419,0.7181157,well right hair turn 18 want bald.,['hair'],['Negative']
233,425,3019399,37866,28032,1088057,Am I the only one that sees going bald as a cool thing? Hella people look fresh af when bald :O,,0,2020-01-06 18:00:30+00:00,2020-01-06 18:00:30+00:00,0,one see going bald cool thing hella people look fresh af bald,one see going bald cool thing hella people look fresh af bald,0.0,0,1,0.33445996,0.12125754,0.16942573,0.70931673,cool thing hella people look fresh af bald bald cool thing hella people look fresh af bald bald bald bald bald bald bald bald bald bald bald bald bald bald bald bald bald bald bald,"['hella people look fresh af bald bald', 'look fresh af']","['Positive', 'Positive']"
234,427,856213,22512,31229,3143788,Eskeya low prosity hair men aynate home made treatment men ladreg enazhes llow prosity yhonal,,0,2020-01-06 18:07:40+00:00,2020-01-06 18:07:40+00:00,0,eskeya low prosity hair men aynate home made treatment men ladreg enazhes llow prosity yhonal,eskeya low prosity hair men aynate home made treatment men ladreg enazhes llow prosity yhonal,0.0,0,1,0.37849763,0.7129389,0.20964186,0.077419244,low prosity hair men aynate home made treatment men ladreg enazhes low prosity hair men aynate home made treatment men ladreg enazhes low prosity hair men aynate home made treatment men la,[],[]
235,428,1255444,37866,28032,107266,"Pls, change the sound of the ""SMS"" in video. It hurts my ears",,0,2020-01-06 18:09:30+00:00,2020-01-06 18:09:30+00:00,0,pls change sound sm video hurt ear,pls change sound sm video hurt ear,0.0,0,1,0.1279432,0.7166169,0.2172183,0.06616479,pls change sound sm video hurt ear pls change sound sm video hurt ear pls change sound sm video hurt ear pls change sound sm video hurt ear pls change sound sm video hurt ear pls change sound sm video hurt,[],[]
236,430,3327286,37866,28032,2088667,I turned 20 today.,,0,2020-01-06 18:13:27+00:00,2020-01-06 18:13:27+00:00,0,turned 20 today,turned 20 today,0.0,0,1,0.2817197,0.10682011,0.09246569,0.80071425,Turn 20 today!,[],[]
237,431,4148897,37866,28032,657826,I have that exact same lamp and I’m from Romania,,0,2020-01-06 18:13:49+00:00,2020-01-06 18:13:49+00:00,0,exact lamp romania,exact lamp romania,0.0,0,1,0.16047257,0.08314812,0.09949655,0.81735533,exact lamp romania exact lamp romania exact lamp romania exact lamp romania exact lamp romania exact lamp romania exact lamp romania exact lamp romania exact lamp romania exact lamp romania exact lamp romania exact lamp romania exact lamp romani,[],[]
238,432,1949750,37866,28032,1229110,"Jose - Wear Sunglasses 
Me - Sad face in Canada",,0,2020-01-06 18:14:53+00:00,2020-01-06 18:14:53+00:00,0,jose wear sunglass sad face canada,jose wear sunglass sad face canada,0.0,0,1,0.24541676,0.7792254,0.13185681,0.088917784,jose wear sunglass sad face canada.,['jose'],['Negative']
239,435,2464624,37866,28032,1753632,In 2020 please add slow music in background..To make your videos more Catchy..Content is bang on but...NEED BACKGROUND SLOW MUSIC IN YOUR VIDEOS.,,0,2020-01-06 18:16:27+00:00,2020-01-06 18:16:27+00:00,0,2020 please add slow music backgroundto make video catchycontent bang butneed background slow music video,2020 please add slow music backgroundto make video catchycontent bang butneed background slow music video,0.0,0,1,0.18671937,0.7214672,0.21539217,0.06314062,2020 please add slow music background to make video catchycontent bang butneed background slow music video.,[],[]
240,436,4015957,37866,28032,436170,6:24 I'm dead 😂🤣😭😭,,4,2020-01-06 18:18:43+00:00,2020-01-06 18:18:43+00:00,0,624 dead,624 dead : face_with_tears_of_joy : :rolling_on_the_floor_laughing : :loudly_crying_face : :loudly_crying_face :,0.0,0,1,0.036963124,0.74248904,0.11612649,0.14138448,"624 dead, 624 dead.",['dead'],['Neutral']
241,438,2529134,37866,28032,1979291,"How can i write to you? 
I'm italian, phone numbers are different😔",,0,2020-01-06 18:21:51+00:00,2020-01-06 18:22:15+00:00,0,write italian phone number different,write italian phone number different : pensive_face :,0.0,0,1,0.102330185,0.62571543,0.23181674,0.14246786,write italian phone number different write italian phone number different.,['italian'],['Negative']
242,441,1294571,37866,28032,2007318,This Channel and alex costa have helped me glow up thank you now I get the girls without being a bad boy,,1,2020-01-06 18:23:22+00:00,2020-01-06 18:23:22+00:00,0,channel alex costa helped glow thank get girl without bad boy,channel alex costa helped glow thank get girl without bad boy,0.0,0,1,0.254858,0.05446261,0.07884591,0.86669147,channel alex costa helped glow thank you girl without bad boy.,['alex'],['Neutral']
243,442,1698150,22512,31229,1927899,Eskye thank you for the information 🙏🏾,,0,2020-01-06 18:25:55+00:00,2020-01-06 18:25:55+00:00,0,eskye thank information,eskye thank information : folded_hands_medium-dark_skin_tone :,0.0,0,1,0.032122426,0.2665936,0.22044241,0.512964,eskye thank information.,"['eskye', 'information']","['Positive', 'Positive']"
244,443,1607936,37866,28032,2511177,You know you’re cute when girls don’t text you but they check you out when you walk in a room,,0,2020-01-06 18:25:55+00:00,2020-01-06 18:25:55+00:00,0,know cute girl not text check walk room,know cute girl not text check walk room,0.0,0,1,0.24358103,0.5762628,0.2538142,0.16992304,cute girl not text check walk room walk room walk room cute girl not text check walk room walk room.,['text check'],['Neutral']
245,444,4478253,37866,28032,2511177,I have a lot of hair is not long tho I don’t like it to be honest,,0,2020-01-06 18:29:44+00:00,2020-01-06 18:29:44+00:00,0,lot hair not long though not like honest,lot hair not long though not like honest,0.0,0,1,0.32680863,0.5910783,0.37201747,0.036904253,Not long though not like honest honest.,['honest'],['Neutral']
246,445,619144,37866,28032,3579622,Bro Jose please make a video on your 2020 night time routine,,0,2020-01-06 18:33:10+00:00,2020-01-06 18:33:10+00:00,0,bro jose please make video 2020 night time routine,bro jose please make video 2020 night time routine,0.0,0,1,0.24823129,0.47341913,0.2430671,0.28351378,Please make video 2020 night time routine.,[],[]
247,447,2003142,37866,28032,1235186,"can you please lower the notification sound in the video its too loud, except that you're killing it bro",,0,2020-01-06 18:34:17+00:00,2020-01-06 18:34:17+00:00,0,please lower notification sound video loud except killing bro,please lower notification sound video loud except killing bro,0.0,0,1,0.15666562,0.6107933,0.27271503,0.116491646,Please lower notification sound video loud except killing brouhaha.,[],[]
248,449,73,22512,31229,374671,Emity Roman thanks for watching. you May drop a link here if you want me to share it with my subs.,1698150.0,0,2020-01-06 18:35:49+00:00,2020-01-06 18:35:49+00:00,0,emity roman thanks watching may drop link want share sub,emity roman thanks watching may drop link want share sub,0.0,0,1,0.08388697,0.41654626,0.21578513,0.36766863,Thanks for watching may drop link want share sub.,[],[]
249,452,3933889,37866,28032,3296617,"Tried reaching u from ur text no 
But cant contact u through imessage 
Im from india 🙁🙁🙁",,0,2020-01-06 18:39:47+00:00,2020-01-06 18:39:47+00:00,0,tried reaching text no not contact imessage india,tried reaching text no not contact imessage india : slightly_frowning_face : :slightly_frowning_face : :slightly_frowning_face :,0.0,0,1,0.10377578,0.93875647,0.04653739,0.014706123,tried reaching text no not contact imessage india.,['text'],['Negative']
250,453,4248919,37866,28032,2889100,🤚🤚🤚🤚if you know when the ad starts in joses video,,0,2020-01-06 18:40:35+00:00,2020-01-06 18:40:35+00:00,0,know ad start joses video,: raised_back_of_hand : :raised_back_of_hand : :raised_back_of_hand : :raised_back_of_hand : know ad start joses video,0.0,0,1,0.12386604,0.3539039,0.16353911,0.48255706,know ad start joses video.,['joses'],['Neutral']
251,455,1977347,37866,28032,2823375,"I really want an iphone but cant afford it, can you send me one?",,0,2020-01-06 18:46:20+00:00,2020-01-06 18:46:20+00:00,0,really want iphone not afford send one,really want iphone not afford send one,0.0,0,1,0.054607928,0.93866676,0.05394245,0.007390805,not afford iphone send one.,['iphone'],['Neutral']
252,456,1239503,37866,28032,490759,You can’t tell us we’re handsome when you can see us 😭,,0,2020-01-06 18:56:14+00:00,2020-01-06 18:56:14+00:00,0,not tell u handsome see u,not tell u handsome see u : loudly_crying_face :,0.0,0,1,0.34650016,0.27795643,0.2287605,0.49328306,u handsome see u handsome.,[],[]
253,458,4171822,37866,28032,1857983,Teachingmen where is a good place to buy a bomber jacket?  Are they in season?  Do you know any good online stores to buy one?,,0,2020-01-06 19:00:56+00:00,2020-01-06 19:00:56+00:00,0,teachingmen good place buy bomber jacket season know good online store buy one,teachingmen good place buy bomber jacket season know good online store buy one,0.0,0,1,0.062052477,0.034149773,0.09041841,0.87543184,buy bomber jacket season know good online store buy one jacket season know good online store buy one jacket season know good place buy bomber jacket season know good online store buy one jacket season know good online store buy one jacket season know good online store buy one jacket season know good online store buy one jacket season know good,[],[]
254,459,1844566,37866,28032,1586441,"This is simply an opinion. You may agree or disagree, as that is the nature of an opinion. Unbuttoning more than 2 buttons on your shirt looks fucking stupid in my opinion. I get a little bit of chest to be a little tease but Jose showing his whole sternum looks stupid. End of opinion, have a nice day",,0,2020-01-06 19:05:59+00:00,2020-01-06 19:05:59+00:00,0,simply opinion may agree disagree nature opinion unbuttoning 2 button shirt look fucking stupid opinion get little bit chest little tease jose showing whole sternum look stupid end opinion nice day,simply opinion may agree disagree nature opinion unbuttoning 2 button shirt look fucking stupid opinion get little bit chest little tease jose showing whole sternum look stupid end opinion nice day,0.0,0,1,0.38471904,0.7539451,0.1846711,0.061383802,fucking stupid opinion get little bit chest little tease jose showing whole sternum look stupid end opinion nice day fucking stupid opinion stupid opinion stupid opinion stupid opinion nice day fucking stupid opinion stupid opinion stupid opinion stupid opinion stupid opinion stupid opinion stupid opinion stupid opinion nice day,['jose showing'],['Negative']
255,460,2280431,37866,28032,3147127,Who else kept trying to swipe the message up 😂😂🤦🏻,,0,2020-01-06 19:07:05+00:00,2020-01-06 19:07:05+00:00,0,else kept trying swipe message,else kept trying swipe message : face_with_tears_of_joy : :face_with_tears_of_joy : :person_facepalming_light_skin_tone :,0.0,0,1,0.10828346,0.65843046,0.26445848,0.0771111,else kept trying swipe message.,['swipe'],['Negative']
256,461,3737005,37866,28032,1350936,Look I’m a fan but most of the videos are basically now parts of his old videos mixed with ads which take up 1/3 of the video.,,0,2020-01-06 19:11:06+00:00,2020-01-06 19:11:06+00:00,0,look fan video basically part old video mixed ad take 13 video,look fan video basically part old video mixed ad take 13 video,0.0,0,1,0.27653226,0.44162464,0.36705655,0.19131881,look fan video basically part old video mixed ad take 13 video.,[],[]
257,462,3872326,37866,28032,1647447,"Hey Jose! Every time I try to text you, it says Service access denied. I double checked the number and everything. Is there a time frame, or a different process, etc.?",,0,2020-01-06 19:12:19+00:00,2020-01-06 19:12:19+00:00,0,hey jose every time try text say service access denied double checked number everything time frame different process etc,hey jose every time try text say service access denied double checked number everything time frame different process etc,0.0,0,1,0.06550923,0.8735084,0.07341471,0.053076934,hey jose every time try text say service access denied double checked number everything time frame different process etc.,['text'],['Negative']
258,463,3249673,37866,28032,3469860,Too much cleavage,,0,2020-01-06 19:12:53+00:00,2020-01-06 19:12:53+00:00,0,much cleavage,much cleavage,0.0,0,1,0.28020877,0.691019,0.25807595,0.050905053,Much cleavage.,['cleavage'],['Negative']
259,464,2825628,37866,28032,2973779,THe thumbnail. Don’t wear glasses😂😢,,0,2020-01-06 19:12:54+00:00,2020-01-06 19:12:54+00:00,0,thumbnail not wear glass,thumbnail not wear glass : face_with_tears_of_joy : :crying_face :,0.0,0,1,0.15542202,0.84378237,0.10530903,0.050908532,thumbnail not wearing glass.,['glass'],['Neutral']
260,467,4030285,37866,28032,1312136,I like the crew neck tee better!👌👌,,0,2020-01-06 19:14:37+00:00,2020-01-06 19:14:37+00:00,0,like crew neck tee better,like crew neck tee better : OK_hand : :OK_hand :,0.0,0,1,0.25822952,0.27390566,0.38458815,0.34150618,Crew neck tee better.,['Crew neck'],['Positive']
261,470,2212389,37866,28032,2259164,"4 buttons is too much cleavage, it looks duchy. In my opinion",,0,2020-01-06 19:22:38+00:00,2020-01-06 19:22:38+00:00,0,4 button much cleavage look duchy opinion,4 button much cleavage look duchy opinion,0.0,0,1,0.35289288,0.58057076,0.23396483,0.18546438,4 button much cleavage look duchy opinion.,['cleavage'],['Negative']
262,471,3710065,37866,28032,2133007,"Button up your shirt ffs 
You look like you want people too see your chest 
Tut Tut",,0,2020-01-06 19:26:46+00:00,2020-01-06 19:26:46+00:00,0,button shirt ffs look like want people see chest tut tut,button shirt ffs look like want people see chest tut tut,0.0,0,1,0.34311414,0.45924246,0.23193748,0.3088201,ffs look like want people see chest tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut,['want people see chest tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut tut'],['Negative']
263,472,4279621,37866,28032,3556640,the old background is better,,1,2020-01-06 19:27:36+00:00,2020-01-06 19:27:36+00:00,0,old background better,old background better,0.0,0,1,0.28878197,0.43194938,0.39781392,0.1702367,Old background better.,['background'],['Positive']
264,473,3402678,37866,28032,690860,Yiu think im handsome? What color is my hair?,,0,2020-01-06 19:29:33+00:00,2020-01-06 19:29:33+00:00,0,yiu think handsome color hair,yiu think handsome color hair,0.0,0,1,0.3759365,0.10959299,0.15358336,0.7368237,yiu think handsome color hair.,['hair'],['Positive']
265,474,4561172,37866,28032,2274646,Thankyou Jose for always inspiring me and giving me confidence,,0,2020-01-06 19:31:32+00:00,2020-01-06 19:31:32+00:00,0,thankyou jose always inspiring giving confidence,thankyou jose always inspiring giving confidence,0.0,0,1,0.23589742,0.008549384,0.026373424,0.9650772,thankyou jose always inspiring giving confidence.,['jose'],['Positive']
266,475,3148731,37866,28032,2198032,How do you know we look good,,0,2020-01-06 19:34:16+00:00,2020-01-06 19:34:16+00:00,0,know look good,know look good,0.0,0,1,0.40603906,0.061078876,0.16524358,0.7736775,Looks good.,['Looks'],['Positive']
267,479,4417185,37866,28032,1590911,Hey bro quick question. What kind of pants do you style jean Sherpa jackets with?,,0,2020-01-06 19:40:47+00:00,2020-01-06 19:40:47+00:00,0,hey bro quick question kind pant style jean sherpa jacket,hey bro quick question kind pant style jean sherpa jacket,0.0,0,1,0.2452352,0.17762561,0.20918503,0.6131894,hey bro quick question kind pant style jean sherpa jacket hey bro quick question kind pant style jean sherpa jacket hey bro quick question kind pant style jean sherpa jacket hey bro quick question kind pant style jean sherpa,['sherpa'],['Positive']
268,480,2278843,37866,28032,2689941,Add ends at 5:11,,1,2020-01-06 19:44:19+00:00,2020-01-06 19:44:19+00:00,0,add end 511,add end 511,0.0,0,1,0.09626489,0.37338206,0.29987532,0.3267427,Add end 511 to end 511,[],[]
269,481,3226160,37866,28032,1178813,You doin to much button your damn shirt only douche bags dress like that,,0,2020-01-06 19:45:09+00:00,2020-01-06 19:45:09+00:00,0,doin much button damn shirt douche bag dress like,doin much button damn shirt douche bag dress like,0.0,0,1,0.30753827,0.30816543,0.23513667,0.45669788,douche bag dress like a sexy sexy sexy sexy sexy sexy sexy sexy sexy sexy sexy sexy sexy sexy ,['douche bag dress like'],['Negative']
270,484,3645616,37866,28032,2121145,I am DEAD serious I thought he looked better in the 1st (or before) picture 1st time this has happened,,0,2020-01-06 19:56:14+00:00,2020-01-06 19:56:14+00:00,0,dead serious thought looked better 1st picture 1st time happened,dead serious thought looked better 1st picture 1st time happened,0.0,0,1,0.29548064,0.94248205,0.046927005,0.010590999,1st picture 1st time happened 1st time happened 1st time happened 1st time happened 1st time happened 1st time happened 1st time happened 1st time happened 1st time happened 1st time happened 1st time happened 1st time,['picture'],['Neutral']
271,485,2335560,37866,28032,3080247,I am loosing hair but I can't do anything....I have just left this up to My GOD ALLAH 💯,,0,2020-01-06 19:59:19+00:00,2020-01-06 19:59:19+00:00,0,loosing hair not anythingi left god allah,loosing hair not anythingi left god allah : hundred_points :,0.0,0,1,0.2358652,0.7213778,0.116702035,0.1619202,loosing hair not anything i left god allah.,[],[]
272,486,1958047,37866,28032,2786276,Can I text u from uae?,,0,2020-01-06 20:00:03+00:00,2020-01-06 20:00:16+00:00,0,text uae,text uae,0.0,0,1,0.11889845,0.44679946,0.21996552,0.33323497,Text uae.,['Text uae'],['Neutral']
273,488,2823456,37866,28032,2656804,You're always the best,,0,2020-01-06 20:01:51+00:00,2020-01-06 20:01:51+00:00,0,always best,always best,0.0,0,1,0.267377,0.009962976,0.029053511,0.9609835,Always best to have a good time.,['time'],['Positive']
274,489,36,37866,28032,1864205,Just Some Guy without you tryna get a world record?,4230599.0,0,2020-01-06 20:19:00+00:00,2020-01-06 20:19:00+00:00,0,guy without tryna get world record,guy without tryna get world record,0.0,0,1,0.28500852,0.102105126,0.09364078,0.8042541,guy without trying to get world record.,['guy'],['Neutral']
275,490,1908947,37866,28032,3401266,Why is he telling us to text him,,0,2020-01-06 20:24:00+00:00,2020-01-06 20:24:00+00:00,0,telling u text,telling u text,0.0,0,1,0.24849768,0.28246358,0.22816123,0.4893752,text telling u text.,[],[]
276,492,3127271,37866,28032,1700728,Jose about have guys stepping up their game in 2020. Great video brother,,1,2020-01-06 20:31:38+00:00,2020-01-06 20:31:38+00:00,0,jose guy stepping game 2020 great video brother,jose guy stepping game 2020 great video brother,0.0,0,1,0.29967138,0.019742016,0.0329207,0.9473373,jose guy stepping game 2020 great video brother jose guy stepping game 2020 great video brother jose guy stepping game 2020 great video brother jose guy stepping game 2020 great video brother jose guy stepping game 2020 great video brother jose guy stepping game 2020 great video brother stepping game,['jose guy stepping game'],['Positive']
277,493,627903,37866,28032,2361197,"Women may not like shredded men, but I still think it looks sick",,0,2020-01-06 20:32:36+00:00,2020-01-06 20:32:36+00:00,0,woman may not like shredded men still think look sick,woman may not like shredded men still think look sick,0.0,0,1,0.28687838,0.7350415,0.223113,0.041845504,Woman may not like shredded men still think they look sick.,['men'],['Neutral']
278,494,3886385,37866,28032,1396284,I like the new setup,,0,2020-01-06 20:44:42+00:00,2020-01-06 20:44:42+00:00,0,like new setup,like new setup,0.0,0,1,0.20902242,0.07017508,0.13346647,0.79635847,"Like new setup, new setup.",['setup'],['Positive']
279,496,4300609,1503,81922,3164263,So beautiful didu bhut pyari lag rhi ho awsome mekup look ❤❤❤👌👌👌,,0,2020-01-06 20:55:39+00:00,2020-01-06 20:55:39+00:00,0,beautiful didu bhut pyari lag rhi ho awsome mekup look,beautiful didu bhut pyari lag rhi ho awsome mekup look : red_heart : :red_heart : :red_heart : :OK_hand : :OK_hand : :OK_hand :,0.0,0,1,0.20288444,0.09130735,0.13861926,0.7700734,beautiful didu bhut pyari lag rhi ho awsome mekup look.,[],[]
280,497,639063,37866,28032,1384310,"The notification sound is so annoying, stop it please",,0,2020-01-06 20:59:13+00:00,2020-01-06 20:59:13+00:00,0,notification sound annoying stop please,notification sound annoying stop please,0.0,0,1,0.052496113,0.7526938,0.20226394,0.045042276,notification sound annoying stop please.,['notification'],['Negative']
281,500,2871903,37866,28032,1820689,Why is every video I see so far this year related to appearance shit,,0,2020-01-06 21:07:45+00:00,2020-01-06 21:07:45+00:00,0,every video see far year related appearance shit,every video see far year related appearance shit,0.0,0,1,0.32194686,0.74532497,0.10462734,0.15004769,Every video seen far year-related appearance shits.,['appearance'],['Negative']
282,501,4675955,37866,28032,1763307,Jose that  text message bing is annoying af,,1,2020-01-06 21:16:41+00:00,2020-01-06 21:16:41+00:00,0,jose text message bing annoying af,jose text message bing annoying af,0.0,0,1,0.16266665,0.6566476,0.25280237,0.09055003,jose text message bing annoying aff.,['text'],['Negative']
283,502,834977,37866,28032,2576821,Hey Jose can you just turn down the volume of that notification pls,,0,2020-01-06 21:17:53+00:00,2020-01-06 21:17:53+00:00,0,hey jose turn volume notification pls,hey jose turn volume notification pls,0.0,0,1,0.13962333,0.23776793,0.2050174,0.5572147,hey jose turn volume notification pls hey jose turn volume notification pls pls turn volume notification pls kindly pls turn volume notification pls kindly turn volume notification pls kindly turn volume notification pls kindly turn volume notification pls kindly turn volume notification pls kindly,"['jose', 'volume notification']","['Neutral', 'Neutral']"
284,503,4331055,37866,28032,1877342,quick question - does keeps really work? and do they send to europe?,,0,2020-01-06 21:22:29+00:00,2020-01-06 21:22:29+00:00,0,quick question keep really work send europe,quick question keep really work send europe,0.0,0,1,0.07720278,0.16242208,0.16787449,0.6697034,quick question keep really working send europe.,['question'],['Negative']
285,504,4091278,37866,28032,542981,Keep it up!🤩,,1,2020-01-06 21:30:47+00:00,2020-01-06 21:30:47+00:00,0,keep,keep : star-struck :,0.0,0,1,0.17859581,0.51232886,0.17195329,0.31571788,Keep up the good work!,[],[]
286,506,1289629,37866,28032,2023358,"0:17 Even my mum wouldn't lie that, but my grandmother on the other hand...",,0,2020-01-06 21:35:40+00:00,2020-01-06 21:35:40+00:00,0,017 even mum would not lie grandmother hand,017 even mum would not lie grandmother hand,0.0,0,1,0.17575026,0.713737,0.14363582,0.14262721,Even mum would not lie grandmother hand.,"['mum', 'grandmother']","['Neutral', 'Neutral']"
287,508,3964697,37866,28032,1498083,"Just a question
What are we supposed to text you for?
Thanks, and great video",,0,2020-01-06 21:40:11+00:00,2020-01-06 21:40:11+00:00,0,question supposed text thanks great video,question supposed text thanks great video,0.0,0,1,0.20004474,0.19300589,0.13662907,0.67036504,text text thanks great video question.,['question'],['Positive']
288,509,2652178,37866,28032,2188273,Would be early bloody English Time zone🤦‍♂️,,0,2020-01-06 21:48:37+00:00,2020-01-06 21:48:37+00:00,0,would early bloody english time zone‍️,would early bloody english time zone : man_facepalming :,0.0,0,1,-0.0032968596,0.5420638,0.31592295,0.14201328,early bloody english time zone                             ,[],[]
289,510,4319874,37866,28032,1758089,"I'm sorry but if you are over the age of 20 and wearing skinny ripped jeans... Sort it out. Also, having your shirt half unbuttoned, just looks ridiculous. Really bad tips",,0,2020-01-06 21:49:55+00:00,2020-01-06 21:49:55+00:00,0,sorry age 20 wearing skinny ripped jean sort also shirt half unbuttoned look ridiculous really bad tip,sorry age 20 wearing skinny ripped jean sort also shirt half unbuttoned look ridiculous really bad tip,0.0,0,1,0.329883,0.9782776,0.019450953,0.0022713668,Sorry age 20 wearing skinny ripped jeans sort also shirt half unbuttoned look ridiculous really bad tip.,['tip'],['Negative']
290,512,2514104,37866,28032,3198633,I was 14 when my hair went thin at 31 I'm holding on just about,,0,2020-01-06 21:50:58+00:00,2020-01-06 21:50:58+00:00,0,14 hair went thin 31 holding,14 hair went thin 31 holding,0.0,0,1,0.32184857,0.7605207,0.17941807,0.060061194,31 holding a hair went thin 14 holding a hair went thin 31 holding a hair went thin 31 holding a hair went thin 14 holding a hair went thin 31 holding a hair went thin 31 holding a hair went thin 31 holding a hair went thin 31 holding a hair went thin,['holding'],['Negative']
291,513,3258437,37866,28032,3250815,"Man is zuniga losing content, how many times is he gonna make this type of video just recycled with a different title.",,0,2020-01-06 21:57:35+00:00,2020-01-06 21:57:35+00:00,0,man zuniga losing content many time going make type video recycled different title,man zuniga losing content many time going make type video recycled different title,0.0,0,1,0.12313686,0.93654543,0.05422553,0.009229087,man zuniga losing content many time going make type video recycled different title.,['content'],['Negative']
292,517,3914179,37866,28032,3504678,Can u make a vid of what to do when a girl says all good stuff the leads u on ?,,0,2020-01-06 22:14:56+00:00,2020-01-06 22:14:56+00:00,0,make vid girl say good stuff lead,make vid girl say good stuff lead,0.0,0,1,0.20679542,0.20751123,0.2026466,0.58984214,vid girl say good stuff lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead lead,['vid girl say good stuff lead lead lead lead lead'],['Positive']
293,519,654809,37866,28032,3565094,I'm starting to wear cargo pants. It's pretty awesome 😊,,1,2020-01-06 22:24:54+00:00,2020-01-06 22:24:54+00:00,0,starting wear cargo pant pretty awesome,starting wear cargo pant pretty awesome : smiling_face_with_smiling_eyes :,0.0,0,1,0.25134796,0.011158669,0.03428762,0.9545537,starting wear cargo pant pretty awesome awesome.,['cargo'],['Positive']
294,520,3652998,37866,28032,2603888,"10 Easy Things Guys Can Do:

1) If you can’t grow a beard, don’t grow one ✔️
2) Try wearing a henley
3) Make sure you do not have a wrinkled collar, avoid bacon neck ✔️
4) Start protecting your hair today✔️
5) Put on sunglasses 
6) Hold your chin up✔️
7) Smile slowly
8) Get tone, get muscle
9) Invest in dark underwear✔️
10) Get a long sleeve button down and roll the sleeves✔️",,1,2020-01-06 22:26:10+00:00,2020-01-06 22:26:10+00:00,0,10 easy thing guy 1 not grow beard not grow one ️ 2 try wearing henley 3 make sure not wrinkled collar avoid bacon neck ️ 4 start protecting hair today️ 5 put sunglass 6 hold chin up️ 7 smile slowly 8 get tone get muscle 9 invest dark underwear️ 10 get long sleeve button roll sleeves️,10 easy thing guy 1 not grow beard not grow one : check_mark : 2 try wearing henley 3 make sure not wrinkled collar avoid bacon neck : check_mark : 4 start protecting hair today : check_mark : 5 put sunglass 6 hold chin : check_mark : 7 smile slowly 8 get tone get muscle 9 invest dark underwear : check_mark : 10 get long sleeve button roll sleeve : check_mark :,0.0,0,1,0.4905056,0.55378956,0.13024962,0.31596082,4 start protecting hair today 5 put sunglasses 6 hold chin up 7 smile slowly 8 get tone get muscle 9 invest dark underwear 10 get long sleeve button roll sleeves 10 get long sleeve button roll sleeves 4 start protecting hair today 5 put,['button roll sleeves'],['Negative']
